split,class,filepath,label_idx
val,crack,data\processed\val\crack\crack_0011.jpg,1
val,crack,data\processed\val\crack\crack_0017.jpg,1
val,crack,data\processed\val\crack\crack_0180.jpg,1
val,crack,data\processed\val\crack\crack_0265.jpg,1
val,crack,data\processed\val\crack\crack_0147.jpg,1
test,crack,data\processed\test\crack\crack_0185.jpg,1
test,crack,data\processed\test\crack\crack_0150.jpg,1
test,crack,data\processed\test\crack\crack_0040.jpg,1
test,crack,data\processed\test\crack\crack_0193.jpg,1
test,crack,data\processed\test\crack\crack_0063.jpg,1
test,crack,data\processed\test\crack\crack_0235.jpg,1
test,crack,data\processed\test\crack\crack_0022.jpg,1
test,crack,data\processed\test\crack\crack_0135.jpg,1
test,crack,data\processed\test\crack\crack_0176.jpg,1
test,crack,data\processed\test\crack\crack_0183.jpg,1
test,crack,data\processed\test\crack\crack_0049.jpg,1
test,crack,data\processed\test\crack\crack_0194.jpg,1
test,crack,data\processed\test\crack\crack_0287.jpg,1
test,crack,data\processed\test\crack\crack_0293.jpg,1
test,crack,data\processed\test\crack\crack_0172.jpg,1
test,crack,data\processed\test\crack\crack_0110.jpg,1
test,crack,data\processed\test\crack\crack_0079.jpg,1
test,crack,data\processed\test\crack\crack_0277.jpg,1
test,crack,data\processed\test\crack\crack_0174.jpg,1
test,crack,data\processed\test\crack\crack_0290.jpg,1
test,crack,data\processed\test\crack\crack_0081.jpg,1
test,crack,data\processed\test\crack\crack_0003.jpg,1
test,crack,data\processed\test\crack\crack_0142.jpg,1
test,crack,data\processed\test\crack\crack_0229.jpg,1
test,crack,data\processed\test\crack\crack_0112.jpg,1
test,crack,data\processed\test\crack\crack_0214.jpg,1
test,crack,data\processed\test\crack\crack_0292.jpg,1
test,crack,data\processed\test\crack\crack_0101.jpg,1
test,crack,data\processed\test\crack\crack_0013.jpg,1
test,crack,data\processed\test\crack\crack_0258.jpg,1
test,crack,data\processed\test\crack\crack_0119.jpg,1
test,crack,data\processed\test\crack\crack_0111.jpg,1
test,crack,data\processed\test\crack\crack_0047.jpg,1
test,crack,data\processed\test\crack\crack_0015.jpg,1
test,crack,data\processed\test\crack\crack_0016.jpg,1
test,crack,data\processed\test\crack\crack_0216.jpg,1
test,crack,data\processed\test\crack\crack_0044.jpg,1
test,crack,data\processed\test\crack\crack_0279.jpg,1
test,crack,data\processed\test\crack\crack_0052.jpg,1
test,crack,data\processed\test\crack\crack_0071.jpg,1
test,crack,data\processed\test\crack\crack_0114.jpg,1
test,crack,data\processed\test\crack\crack_0125.jpg,1
test,crack,data\processed\test\crack\crack_0140.jpg,1
test,crack,data\processed\test\crack\crack_0012.jpg,1
test,crack,data\processed\test\crack\crack_0057.jpg,1
train,spallation,data\processed\train\spallation\spallation_0106.jpg,2
train,spallation,data\processed\train\spallation\spallation_0239.jpg,2
train,spallation,data\processed\train\spallation\spallation_0037.jpg,2
train,spallation,data\processed\train\spallation\spallation_0089.jpg,2
train,spallation,data\processed\train\spallation\spallation_0032.jpg,2
train,spallation,data\processed\train\spallation\spallation_0250.jpg,2
train,spallation,data\processed\train\spallation\spallation_0192.jpg,2
train,spallation,data\processed\train\spallation\spallation_0120.jpg,2
train,spallation,data\processed\train\spallation\spallation_0019.jpg,2
train,spallation,data\processed\train\spallation\spallation_0225.jpg,2
train,spallation,data\processed\train\spallation\spallation_0024.jpg,2
train,spallation,data\processed\train\spallation\spallation_0295.jpg,2
train,spallation,data\processed\train\spallation\spallation_0103.jpg,2
train,spallation,data\processed\train\spallation\spallation_0220.jpg,2
train,spallation,data\processed\train\spallation\spallation_0205.jpg,2
train,spallation,data\processed\train\spallation\spallation_0297.jpg,2
train,spallation,data\processed\train\spallation\spallation_0291.jpg,2
train,spallation,data\processed\train\spallation\spallation_0038.jpg,2
train,spallation,data\processed\train\spallation\spallation_0158.jpg,2
train,spallation,data\processed\train\spallation\spallation_0173.jpg,2
train,spallation,data\processed\train\spallation\spallation_0245.jpg,2
train,spallation,data\processed\train\spallation\spallation_0001.jpg,2
train,spallation,data\processed\train\spallation\spallation_0224.jpg,2
train,spallation,data\processed\train\spallation\spallation_0251.jpg,2
train,spallation,data\processed\train\spallation\spallation_0144.jpg,2
train,spallation,data\processed\train\spallation\spallation_0133.jpg,2
train,spallation,data\processed\train\spallation\spallation_0246.jpg,2
train,spallation,data\processed\train\spallation\spallation_0206.jpg,2
train,spallation,data\processed\train\spallation\spallation_0086.jpg,2
train,spallation,data\processed\train\spallation\spallation_0005.jpg,2
train,spallation,data\processed\train\spallation\spallation_0283.jpg,2
train,spallation,data\processed\train\spallation\spallation_0123.jpg,2
train,spallation,data\processed\train\spallation\spallation_0190.jpg,2
train,spallation,data\processed\train\spallation\spallation_0034.jpg,2
train,spallation,data\processed\train\spallation\spallation_0231.jpg,2
train,spallation,data\processed\train\spallation\spallation_0181.jpg,2
train,spallation,data\processed\train\spallation\spallation_0252.jpg,2
train,spallation,data\processed\train\spallation\spallation_0107.jpg,2
train,spallation,data\processed\train\spallation\spallation_0115.jpg,2
train,spallation,data\processed\train\spallation\spallation_0048.jpg,2
train,spallation,data\processed\train\spallation\spallation_0253.jpg,2
train,spallation,data\processed\train\spallation\spallation_0242.jpg,2
train,spallation,data\processed\train\spallation\spallation_0276.jpg,2
train,spallation,data\processed\train\spallation\spallation_0073.jpg,2
train,spallation,data\processed\train\spallation\spallation_0268.jpg,2
train,spallation,data\processed\train\spallation\spallation_0100.jpg,2
train,spallation,data\processed\train\spallation\spallation_0261.jpg,2
train,spallation,data\processed\train\spallation\spallation_0159.jpg,2
train,spallation,data\processed\train\spallation\spallation_0208.jpg,2
train,spallation,data\processed\train\spallation\spallation_0055.jpg,2
train,spallation,data\processed\train\spallation\spallation_0006.jpg,2
train,spallation,data\processed\train\spallation\spallation_0269.jpg,2
train,spallation,data\processed\train\spallation\spallation_0026.jpg,2
train,spallation,data\processed\train\spallation\spallation_0233.jpg,2
train,spallation,data\processed\train\spallation\spallation_0113.jpg,2
train,spallation,data\processed\train\spallation\spallation_0139.jpg,2
train,spallation,data\processed\train\spallation\spallation_0153.jpg,2
train,spallation,data\processed\train\spallation\spallation_0105.jpg,2
train,spallation,data\processed\train\spallation\spallation_0284.jpg,2
train,spallation,data\processed\train\spallation\spallation_0189.jpg,2
train,spallation,data\processed\train\spallation\spallation_0232.jpg,2
train,spallation,data\processed\train\spallation\spallation_0243.jpg,2
train,spallation,data\processed\train\spallation\spallation_0046.jpg,2
train,spallation,data\processed\train\spallation\spallation_0256.jpg,2
train,spallation,data\processed\train\spallation\spallation_0228.jpg,2
train,spallation,data\processed\train\spallation\spallation_0217.jpg,2
train,spallation,data\processed\train\spallation\spallation_0236.jpg,2
train,spallation,data\processed\train\spallation\spallation_0132.jpg,2
train,spallation,data\processed\train\spallation\spallation_0065.jpg,2
train,spallation,data\processed\train\spallation\spallation_0207.jpg,2
train,spallation,data\processed\train\spallation\spallation_0042.jpg,2
train,spallation,data\processed\train\spallation\spallation_0131.jpg,2
train,spallation,data\processed\train\spallation\spallation_0270.jpg,2
train,spallation,data\processed\train\spallation\spallation_0271.jpg,2
train,spallation,data\processed\train\spallation\spallation_0227.jpg,2
train,spallation,data\processed\train\spallation\spallation_0009.jpg,2
train,spallation,data\processed\train\spallation\spallation_0134.jpg,2
train,spallation,data\processed\train\spallation\spallation_0099.jpg,2
train,spallation,data\processed\train\spallation\spallation_0275.jpg,2
train,spallation,data\processed\train\spallation\spallation_0156.jpg,2
train,spallation,data\processed\train\spallation\spallation_0266.jpg,2
train,spallation,data\processed\train\spallation\spallation_0151.jpg,2
train,spallation,data\processed\train\spallation\spallation_0157.jpg,2
train,spallation,data\processed\train\spallation\spallation_0222.jpg,2
train,spallation,data\processed\train\spallation\spallation_0148.jpg,2
train,spallation,data\processed\train\spallation\spallation_0210.jpg,2
train,spallation,data\processed\train\spallation\spallation_0031.jpg,2
train,spallation,data\processed\train\spallation\spallation_0288.jpg,2
train,spallation,data\processed\train\spallation\spallation_0299.jpg,2
train,spallation,data\processed\train\spallation\spallation_0066.jpg,2
train,spallation,data\processed\train\spallation\spallation_0177.jpg,2
train,spallation,data\processed\train\spallation\spallation_0267.jpg,2
train,spallation,data\processed\train\spallation\spallation_0209.jpg,2
train,spallation,data\processed\train\spallation\spallation_0085.jpg,2
train,spallation,data\processed\train\spallation\spallation_0051.jpg,2
train,spallation,data\processed\train\spallation\spallation_0138.jpg,2
train,spallation,data\processed\train\spallation\spallation_0091.jpg,2
train,spallation,data\processed\train\spallation\spallation_0241.jpg,2
train,spallation,data\processed\train\spallation\spallation_0088.jpg,2
train,spallation,data\processed\train\spallation\spallation_0161.jpg,2
train,spallation,data\processed\train\spallation\spallation_0096.jpg,2
train,spallation,data\processed\train\spallation\spallation_0215.jpg,2
train,spallation,data\processed\train\spallation\spallation_0212.jpg,2
train,spallation,data\processed\train\spallation\spallation_0195.jpg,2
train,spallation,data\processed\train\spallation\spallation_0077.jpg,2
train,spallation,data\processed\train\spallation\spallation_0146.jpg,2
train,spallation,data\processed\train\spallation\spallation_0033.jpg,2
train,spallation,data\processed\train\spallation\spallation_0021.jpg,2
train,spallation,data\processed\train\spallation\spallation_0070.jpg,2
train,spallation,data\processed\train\spallation\spallation_0060.jpg,2
train,spallation,data\processed\train\spallation\spallation_0084.jpg,2
train,spallation,data\processed\train\spallation\spallation_0124.jpg,2
train,spallation,data\processed\train\spallation\spallation_0226.jpg,2
train,spallation,data\processed\train\spallation\spallation_0191.jpg,2
train,spallation,data\processed\train\spallation\spallation_0154.jpg,2
train,spallation,data\processed\train\spallation\spallation_0280.jpg,2
train,spallation,data\processed\train\spallation\spallation_0204.jpg,2
train,spallation,data\processed\train\spallation\spallation_0104.jpg,2
train,spallation,data\processed\train\spallation\spallation_0219.jpg,2
train,spallation,data\processed\train\spallation\spallation_0260.jpg,2
train,spallation,data\processed\train\spallation\spallation_0122.jpg,2
train,spallation,data\processed\train\spallation\spallation_0010.jpg,2
train,spallation,data\processed\train\spallation\spallation_0121.jpg,2
train,spallation,data\processed\train\spallation\spallation_0072.jpg,2
train,spallation,data\processed\train\spallation\spallation_0281.jpg,2
train,spallation,data\processed\train\spallation\spallation_0030.jpg,2
train,spallation,data\processed\train\spallation\spallation_0007.jpg,2
train,spallation,data\processed\train\spallation\spallation_0061.jpg,2
train,spallation,data\processed\train\spallation\spallation_0078.jpg,2
train,spallation,data\processed\train\spallation\spallation_0178.jpg,2
train,spallation,data\processed\train\spallation\spallation_0223.jpg,2
train,spallation,data\processed\train\spallation\spallation_0004.jpg,2
train,spallation,data\processed\train\spallation\spallation_0296.jpg,2
train,spallation,data\processed\train\spallation\spallation_0082.jpg,2
train,spallation,data\processed\train\spallation\spallation_0254.jpg,2
train,spallation,data\processed\train\spallation\spallation_0249.jpg,2
train,spallation,data\processed\train\spallation\spallation_0244.jpg,2
train,spallation,data\processed\train\spallation\spallation_0095.jpg,2
train,spallation,data\processed\train\spallation\spallation_0170.jpg,2
train,spallation,data\processed\train\spallation\spallation_0050.jpg,2
train,spallation,data\processed\train\spallation\spallation_0255.jpg,2
train,spallation,data\processed\train\spallation\spallation_0076.jpg,2
train,spallation,data\processed\train\spallation\spallation_0027.jpg,2
train,spallation,data\processed\train\spallation\spallation_0129.jpg,2
train,spallation,data\processed\train\spallation\spallation_0045.jpg,2
train,spallation,data\processed\train\spallation\spallation_0128.jpg,2
train,spallation,data\processed\train\spallation\spallation_0247.jpg,2
train,spallation,data\processed\train\spallation\spallation_0000.jpg,2
train,spallation,data\processed\train\spallation\spallation_0238.jpg,2
train,spallation,data\processed\train\spallation\spallation_0168.jpg,2
train,spallation,data\processed\train\spallation\spallation_0286.jpg,2
train,spallation,data\processed\train\spallation\spallation_0075.jpg,2
train,spallation,data\processed\train\spallation\spallation_0230.jpg,2
train,spallation,data\processed\train\spallation\spallation_0087.jpg,2
train,spallation,data\processed\train\spallation\spallation_0201.jpg,2
train,spallation,data\processed\train\spallation\spallation_0184.jpg,2
train,spallation,data\processed\train\spallation\spallation_0029.jpg,2
train,spallation,data\processed\train\spallation\spallation_0002.jpg,2
train,spallation,data\processed\train\spallation\spallation_0141.jpg,2
train,spallation,data\processed\train\spallation\spallation_0064.jpg,2
train,spallation,data\processed\train\spallation\spallation_0262.jpg,2
train,spallation,data\processed\train\spallation\spallation_0285.jpg,2
train,spallation,data\processed\train\spallation\spallation_0166.jpg,2
train,spallation,data\processed\train\spallation\spallation_0274.jpg,2
train,spallation,data\processed\train\spallation\spallation_0098.jpg,2
train,spallation,data\processed\train\spallation\spallation_0200.jpg,2
train,spallation,data\processed\train\spallation\spallation_0152.jpg,2
train,spallation,data\processed\train\spallation\spallation_0108.jpg,2
train,spallation,data\processed\train\spallation\spallation_0257.jpg,2
train,spallation,data\processed\train\spallation\spallation_0160.jpg,2
train,spallation,data\processed\train\spallation\spallation_0039.jpg,2
train,spallation,data\processed\train\spallation\spallation_0028.jpg,2
train,spallation,data\processed\train\spallation\spallation_0298.jpg,2
train,spallation,data\processed\train\spallation\spallation_0023.jpg,2
train,spallation,data\processed\train\spallation\spallation_0126.jpg,2
train,spallation,data\processed\train\spallation\spallation_0130.jpg,2
train,spallation,data\processed\train\spallation\spallation_0187.jpg,2
train,spallation,data\processed\train\spallation\spallation_0211.jpg,2
train,spallation,data\processed\train\spallation\spallation_0092.jpg,2
train,spallation,data\processed\train\spallation\spallation_0202.jpg,2
train,spallation,data\processed\train\spallation\spallation_0182.jpg,2
train,spallation,data\processed\train\spallation\spallation_0109.jpg,2
train,spallation,data\processed\train\spallation\spallation_0149.jpg,2
train,spallation,data\processed\train\spallation\spallation_0188.jpg,2
train,spallation,data\processed\train\spallation\spallation_0137.jpg,2
train,spallation,data\processed\train\spallation\spallation_0143.jpg,2
train,spallation,data\processed\train\spallation\spallation_0259.jpg,2
train,spallation,data\processed\train\spallation\spallation_0035.jpg,2
train,spallation,data\processed\train\spallation\spallation_0067.jpg,2
train,spallation,data\processed\train\spallation\spallation_0036.jpg,2
train,spallation,data\processed\train\spallation\spallation_0117.jpg,2
train,spallation,data\processed\train\spallation\spallation_0164.jpg,2
train,spallation,data\processed\train\spallation\spallation_0282.jpg,2
train,spallation,data\processed\train\spallation\spallation_0127.jpg,2
train,spallation,data\processed\train\spallation\spallation_0167.jpg,2
train,spallation,data\processed\train\spallation\spallation_0199.jpg,2
train,spallation,data\processed\train\spallation\spallation_0203.jpg,2
train,spallation,data\processed\train\spallation\spallation_0264.jpg,2
train,spallation,data\processed\train\spallation\spallation_0145.jpg,2
train,spallation,data\processed\train\spallation\spallation_0054.jpg,2
train,spallation,data\processed\train\spallation\spallation_0289.jpg,2
train,spallation,data\processed\train\spallation\spallation_0278.jpg,2
train,spallation,data\processed\train\spallation\spallation_0102.jpg,2
train,spallation,data\processed\train\spallation\spallation_0080.jpg,2
train,spallation,data\processed\train\spallation\spallation_0008.jpg,2
train,spallation,data\processed\train\spallation\spallation_0248.jpg,2
train,spallation,data\processed\train\spallation\spallation_0014.jpg,2
train,spallation,data\processed\train\spallation\spallation_0198.jpg,2
train,spallation,data\processed\train\spallation\spallation_0196.jpg,2
train,spallation,data\processed\train\spallation\spallation_0083.jpg,2
val,spallation,data\processed\val\spallation\spallation_0175.jpg,2
val,spallation,data\processed\val\spallation\spallation_0056.jpg,2
val,spallation,data\processed\val\spallation\spallation_0272.jpg,2
val,spallation,data\processed\val\spallation\spallation_0263.jpg,2
val,spallation,data\processed\val\spallation\spallation_0163.jpg,2
val,spallation,data\processed\val\spallation\spallation_0069.jpg,2
val,spallation,data\processed\val\spallation\spallation_0240.jpg,2
val,spallation,data\processed\val\spallation\spallation_0118.jpg,2
val,spallation,data\processed\val\spallation\spallation_0234.jpg,2
val,spallation,data\processed\val\spallation\spallation_0062.jpg,2
val,spallation,data\processed\val\spallation\spallation_0186.jpg,2
val,spallation,data\processed\val\spallation\spallation_0136.jpg,2
val,spallation,data\processed\val\spallation\spallation_0043.jpg,2
val,spallation,data\processed\val\spallation\spallation_0237.jpg,2
val,spallation,data\processed\val\spallation\spallation_0155.jpg,2
val,spallation,data\processed\val\spallation\spallation_0018.jpg,2
val,spallation,data\processed\val\spallation\spallation_0165.jpg,2
val,spallation,data\processed\val\spallation\spallation_0273.jpg,2
val,spallation,data\processed\val\spallation\spallation_0179.jpg,2
val,spallation,data\processed\val\spallation\spallation_0068.jpg,2
val,spallation,data\processed\val\spallation\spallation_0171.jpg,2
val,spallation,data\processed\val\spallation\spallation_0053.jpg,2
val,spallation,data\processed\val\spallation\spallation_0090.jpg,2
val,spallation,data\processed\val\spallation\spallation_0094.jpg,2
val,spallation,data\processed\val\spallation\spallation_0041.jpg,2
val,spallation,data\processed\val\spallation\spallation_0093.jpg,2
val,spallation,data\processed\val\spallation\spallation_0213.jpg,2
val,spallation,data\processed\val\spallation\spallation_0162.jpg,2
val,spallation,data\processed\val\spallation\spallation_0116.jpg,2
val,spallation,data\processed\val\spallation\spallation_0294.jpg,2
val,spallation,data\processed\val\spallation\spallation_0097.jpg,2
val,spallation,data\processed\val\spallation\spallation_0025.jpg,2
val,spallation,data\processed\val\spallation\spallation_0221.jpg,2
val,spallation,data\processed\val\spallation\spallation_0059.jpg,2
val,spallation,data\processed\val\spallation\spallation_0218.jpg,2
val,spallation,data\processed\val\spallation\spallation_0020.jpg,2
val,spallation,data\processed\val\spallation\spallation_0074.jpg,2
val,spallation,data\processed\val\spallation\spallation_0197.jpg,2
val,spallation,data\processed\val\spallation\spallation_0058.jpg,2
val,spallation,data\processed\val\spallation\spallation_0169.jpg,2
val,spallation,data\processed\val\spallation\spallation_0011.jpg,2
val,spallation,data\processed\val\spallation\spallation_0017.jpg,2
val,spallation,data\processed\val\spallation\spallation_0180.jpg,2
val,spallation,data\processed\val\spallation\spallation_0265.jpg,2
val,spallation,data\processed\val\spallation\spallation_0147.jpg,2
test,spallation,data\processed\test\spallation\spallation_0185.jpg,2
test,spallation,data\processed\test\spallation\spallation_0150.jpg,2
test,spallation,data\processed\test\spallation\spallation_0040.jpg,2
test,spallation,data\processed\test\spallation\spallation_0193.jpg,2
test,spallation,data\processed\test\spallation\spallation_0063.jpg,2
test,spallation,data\processed\test\spallation\spallation_0235.jpg,2
test,spallation,data\processed\test\spallation\spallation_0022.jpg,2
test,spallation,data\processed\test\spallation\spallation_0135.jpg,2
test,spallation,data\processed\test\spallation\spallation_0176.jpg,2
test,spallation,data\processed\test\spallation\spallation_0183.jpg,2
test,spallation,data\processed\test\spallation\spallation_0049.jpg,2
test,spallation,data\processed\test\spallation\spallation_0194.jpg,2
test,spallation,data\processed\test\spallation\spallation_0287.jpg,2
test,spallation,data\processed\test\spallation\spallation_0293.jpg,2
test,spallation,data\processed\test\spallation\spallation_0172.jpg,2
test,spallation,data\processed\test\spallation\spallation_0110.jpg,2
test,spallation,data\processed\test\spallation\spallation_0079.jpg,2
test,spallation,data\processed\test\spallation\spallation_0277.jpg,2
test,spallation,data\processed\test\spallation\spallation_0174.jpg,2
test,spallation,data\processed\test\spallation\spallation_0290.jpg,2
test,spallation,data\processed\test\spallation\spallation_0081.jpg,2
test,spallation,data\processed\test\spallation\spallation_0003.jpg,2
test,spallation,data\processed\test\spallation\spallation_0142.jpg,2
test,spallation,data\processed\test\spallation\spallation_0229.jpg,2
test,spallation,data\processed\test\spallation\spallation_0112.jpg,2
test,spallation,data\processed\test\spallation\spallation_0214.jpg,2
test,spallation,data\processed\test\spallation\spallation_0292.jpg,2
test,spallation,data\processed\test\spallation\spallation_0101.jpg,2
test,spallation,data\processed\test\spallation\spallation_0013.jpg,2
test,spallation,data\processed\test\spallation\spallation_0258.jpg,2
test,spallation,data\processed\test\spallation\spallation_0119.jpg,2
test,spallation,data\processed\test\spallation\spallation_0111.jpg,2
test,spallation,data\processed\test\spallation\spallation_0047.jpg,2
test,spallation,data\processed\test\spallation\spallation_0015.jpg,2
test,spallation,data\processed\test\spallation\spallation_0016.jpg,2
test,spallation,data\processed\test\spallation\spallation_0216.jpg,2
test,spallation,data\processed\test\spallation\spallation_0044.jpg,2
test,spallation,data\processed\test\spallation\spallation_0279.jpg,2
test,spallation,data\processed\test\spallation\spallation_0052.jpg,2
test,spallation,data\processed\test\spallation\spallation_0071.jpg,2
test,spallation,data\processed\test\spallation\spallation_0114.jpg,2
test,spallation,data\processed\test\spallation\spallation_0125.jpg,2
test,spallation,data\processed\test\spallation\spallation_0140.jpg,2
test,spallation,data\processed\test\spallation\spallation_0012.jpg,2
test,spallation,data\processed\test\spallation\spallation_0057.jpg,2
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0106.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0239.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0037.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0089.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0032.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0250.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0192.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0120.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0019.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0225.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0024.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0295.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0103.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0220.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0205.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0297.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0291.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0038.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0158.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0173.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0245.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0001.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0224.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0251.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0144.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0133.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0246.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0206.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0086.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0005.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0283.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0123.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0190.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0034.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0231.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0181.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0252.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0107.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0115.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0048.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0253.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0242.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0276.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0073.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0268.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0100.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0261.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0159.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0208.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0055.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0006.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0269.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0026.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0233.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0113.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0139.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0153.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0105.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0284.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0189.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0232.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0243.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0046.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0256.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0228.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0217.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0236.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0132.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0065.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0207.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0042.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0131.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0270.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0271.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0227.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0009.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0134.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0099.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0275.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0156.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0266.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0151.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0157.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0222.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0148.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0210.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0031.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0288.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0299.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0066.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0177.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0267.jpg,3
train,exposed_bars,data\processed\train\exposed_bars\exposed_bars_0209.jpg,3
